Source,"Product 
Type",TableName,Source System FIeld Name,IMPACTED FIELD FOR RULE CODE (for DQ team reference),New_Rule_Code_Format,Data Field,Rule Description,Logic,main_table,main_column,sub_table,sub_column,dependency_table,dependency_column,rule_logic_desc
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD2","Entity Type
Address Line 2",Address_Line2_Rule_1_EAM,Address_Line2,"Only allow symbols @, (, ), _, ' , /, &, ., :, #, ,",,CLMST,CLMST.C1AD2,,,,,Regex: Allow specific symbols with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD2","Entity Type
Address Line 2",Address_Line2_Rule_1_MAS,Address_Line2,"Only allow symbols @, (, ), _, ' , /, &, ., :, #, ,",,CLMST,CLMST.C1AD2,,,,,Regex: Allow specific symbols with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldCorrAddress2
tblCustomers.fldPermAddress2","Entity Type
Correspondence Address Line 2 Permenant Address Line 2",Address_Line2_Rule_1_POR,Address_Line2,"Only allow symbols @, (, ), _, ' , /, &, ., :, #, ,",,tblCustomers,"tblCustomers.fldCorrAddress2,tblCustomers.fldPermAddress2",,,,,Regex: Allow specific symbols with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_ADD2
MI004_TEMP_ADD2","Entity Type
Address Line 2 (Postal)
Address Line 2 (Permenant)",Address_Line2_Rule_1_TCS,Address_Line2,"Only allow symbols @, (, ), _, ' , /, &, ., :, #, ,",,MIS004,"MIS004.MI004_ADD2,MIS004.MI004_TEMP_ADD2",,,,,Regex: Allow specific symbols with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE2
TMS_Accounts.AM_ADR_LINE2
",Address Line 2,Address_Line2_Rule_1_Tomswin,Address_Line2,"Only allow symbols @, (, ), _, ' , /, &, ., :, #, ,",,"TMS_Customers,TMS_Accounts","TMS_Customers.AM_ADR_LINE2,TMS_Accounts.AM_ADR_LINE2
",,,,,Regex: Allow specific symbols with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMAD2","Entity Type
Address Line 2",Address_Line2_Rule_2_AMS,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,FLACM,FLACM.FLMAD2,,,,,Cannot equal to some values with Entity Type
CLS,_,CFADDR,CFADDR.CFNA3,"Entity Type
Address Line 2",Address_Line2_Rule_2_CLS,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CFADDR,CFADDR.CFNA3,,,,,Cannot equal to some values with Entity Type
CPR,_,"FTDWD602
FTDWM601","FTDWD602.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_ADDR2
FTDWM601.CB_CO_ADDR2
FTDWM601.CB_ALT1_BILL_ADDR2
FTDWM601.CB_ALT2_BILL_ADDR2","Entity Type
Billing Addr Alt 1 Line 2
Billing Addr Alt 2 Line 2
Resident Addr Line 2
Company Addr Line 2",Address_Line2_Rule_2_CPR_1,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","to check FTDWD602.CB_BILL_ADDR_CD first as below :_
If CB_BILL_ADDR_CD = 'H', then FTDWM601.CB_HOME_ADDR3
if CB_BILL_ADDR_CD  = 'C', then FTDWM601.CB_CO_ADDR2
if CB_BILL_ADDR_CD  = '1', then FTDWM601.CB_ALT1_BILL_ADDR2
if CB_BILL_ADDR_CD  = '2', then FTDWM601.CB_ALT2_BILL_ADDR2",FTDWM601,"FTDWM601.CB_HOME_ADDR2,FTDWM601.CB_CO_ADDR2,FTDWM601.CB_ALT1_BILL_ADDR2,FTDWM601.CB_ALT2_BILL_ADDR2",,,,,Cannot equal to some values with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE2
FTDWD613.CO_REG_ADD_LINE2
FTDWD613.CO_OPR_ADD_LINE2
FTDWD613.CO_PAR_ADD_LINE2
FTDWD613.CO_MAINBK_ADD_LINE2","Entity Type
Mailing Addr Line 2
Registered Addr Line 2
Operation Addr Line 2
Parent Addr Line 2
Main Banker Addr Line 2",Address_Line2_Rule_2_CPR_2,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","Mailing address, map toFTDWD613.CO_MAIL_ADD_LINE2.
Registred address, map to FTDWD613.CO_REG_ADD_LINE2.
Operating address, map to FTDWD613.CO_OPR_ADD_LINE2.
Parent address, map to FTDWD613.CO_PAR_ADD_LINE2.
Main banker address, map to CO_MAINBK_ADD_LINE2.",FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE2,FTDWD613.CO_REG_ADD_LINE2,FTDWD613.CO_OPR_ADD_LINE2,FTDWD613.CO_PAR_ADD_LINE2,FTDWD613.CO_MAINBK_ADD_LINE2",,,,,Cannot equal to some values with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD2","Entity Type
Address Line 2",Address_Line2_Rule_2_EAM,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CLMST,CLMST.C1AD2,,,,,Cannot equal to some values with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD2","Entity Type
Address Line 2",Address_Line2_Rule_2_MAS,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CLMST,CLMST.C1AD2,,,,,Cannot equal to some values with Entity Type
MRX,_,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS1,"Entity Type
Address Line 2",Address_Line2_Rule_2_MRX,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS1,,,,,Cannot equal to some values with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldCorrAddress2
tblCustomers.fldPermAddress2","Entity Type
Correspondence Address Line 2 Permenant Address Line 2",Address_Line2_Rule_2_POR,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,tblCustomers,"tblCustomers.fldCorrAddress2,tblCustomers.fldPermAddress2",,,,,Cannot equal to some values with Entity Type
TCS,Loan and Deposit,MIS004,"MIS004.MI004_ADD2
MIS004.MI004_TEMP_ADD2","Entity Type
Address Line 2 (Postal)
Address Line 2 (Permenant)",Address_Line2_Rule_2_TCS,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,MIS004,"MIS004.MI004_ADD2,MIS004.MI004_TEMP_ADD2",,,,,Cannot equal to some values with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE2
TMS_Accounts.AM_ADR_LINE2
",Address Line 2,Address_Line2_Rule_2_Tomswin,Address_Line2,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,"TMS_Customers,TMS_Accounts
","TMS_Customers.AM_ADR_LINE2,TMS_Accounts.AM_ADR_LINE2
",,,,,Cannot equal to some values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMAD3","Entity Type
Address Line 3",Address_Line3_Rule_1_AMS,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,FLACM,FLACM.FLMAD3,,,,,Regex: Allow specific symbols with Entity Type
CPR,_,"FTDWD602
FTDWM601","FTDWD602.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_ADDR3
FTDWM601.CB_CO_ADDR3
FTDWM601.CB_ALT1_BILL_ADDR3
FTDWM601.CB_ALT2_BILL_ADDR3","Entity Type
Billing Addr Alt 1 Line 3
Billing Addr Alt 2 Line 3
Resident Addr Line 3
Company Addr Line 3",Address_Line3_Rule_1_CPR_1,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""","to check FTDWD602.CB_BILL_ADDR_CD first as below :_
If CB_BILL_ADDR_CD = 'H', then FTDWM601.CB_HOME_ADDR3
if CB_BILL_ADDR_CD  = 'C', then FTDWM601.CB_CO_ADDR3
if CB_BILL_ADDR_CD  = '1', then FTDWM601.CB_ALT1_BILL_ADDR3
if CB_BILL_ADDR_CD  = '2', then FTDWM601.CB_ALT2_BILL_ADDR3",FTDWM601,"FTDWM601.CB_HOME_ADDR3,FTDWM601.CB_CO_ADDR3,FTDWM601.CB_ALT1_BILL_ADDR3,FTDWM601.CB_ALT2_BILL_ADDR3",,,,,Regex: Allow specific symbols with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE3
FTDWD613.CO_REG_ADD_LINE3
FTDWD613.CO_OPR_ADD_LINE3
FTDWD613.CO_PAR_ADD_LINE3
FTDWD613.CO_MAINBK_ADD_LINE3","Entity Type
Mailing Addr Line 3
Registered Addr Line 3
Operation Addr Line 3
Parent Addr Line 3
Main Banker Addr Line 3",Address_Line3_Rule_1_CPR_2,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""","Mailing address, map toFTDWD613.CO_MAIL_ADD_LINE3
Registred address, map to FTDWD613.CO_REG_ADD_LINE3
Operating address, map to FTDWD613.CO_OPR_ADD_LINE3
Parent address, map to FTDWD613.CO_PAR_ADD_LINE3
Main banker address, map to CO_MAINBK_ADD_LINE3",FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE3,FTDWD613.CO_REG_ADD_LINE3,FTDWD613.CO_OPR_ADD_LINE3,FTDWD613.CO_PAR_ADD_LINE3,FTDWD613.CO_MAINBK_ADD_LINE3",,,,,Regex: Allow specific symbols with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD3","Entity Type
Address Line 3",Address_Line3_Rule_1_EAM,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,CLMST,CLMST.C1AD3,,,,,Regex: Allow specific symbols with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD3","Entity Type
Address Line 3",Address_Line3_Rule_1_MAS,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,CLMST,CLMST.C1AD3,,,,,Regex: Allow specific symbols with Entity Type
MRX,_,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS2,"Entity Type
Address Line 3",Address_Line3_Rule_1_MRX,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS2,,,,,Regex: Allow specific symbols with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldCorrAddress3
tblCustomers.fldPermAddress3","Entity Type
Correspondence Address Line 3
Permenant Address Line 3",Address_Line3_Rule_1_POR,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,tblCustomers,"tblCustomers.fldCorrAddress3,tblCustomers.fldPermAddress3",,,,,Regex: Allow specific symbols with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_ADD3
MI004_TEMP_ADD3","Entity Type
Address Line 3 (Postal)
Address Line 3 (Permenant)",Address_Line3_Rule_1_TCS,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,MIS004,"MIS004.MI004_ADD3,MIS004.MI004_TEMP_ADD3",,,,,Regex: Allow specific symbols with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE3
TMS_Accounts.AM_ADR_LINE3
",Address Line 3,Address_Line3_Rule_1_Tomswin,Address_Line3,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,"TMS_Customers,TMS_Accounts
","TMS_Customers.AM_ADR_LINE3,TMS_Accounts.AM_ADR_LINE3
",,,,,Regex: Allow specific symbols with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMAD3","Entity Type
Address Line 3",Address_Line3_Rule_2_AMS,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,FLACM,FLACM.FLMAD3,,,,,Cannot equal to some values with Entity Type
CPR,_,"FTDWD602
FTDWM601","FTDWD602.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_ADDR3
FTDWM601.CB_CO_ADDR3
FTDWM601.CB_ALT1_BILL_ADDR3
FTDWM601.CB_ALT2_BILL_ADDR3","Entity Type
Billing Addr Alt 1 Line 3
Billing Addr Alt 2 Line 3
Resident Addr Line 3
Company Addr Line 3",Address_Line3_Rule_2_CPR_1,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","to check FTDWD602.CB_BILL_ADDR_CD first as below :_
If CB_BILL_ADDR_CD = 'H', then FTDWM601.CB_HOME_ADDR3
if CB_BILL_ADDR_CD  = 'C', then FTDWM601.CB_CO_ADDR3
if CB_BILL_ADDR_CD  = '1', then FTDWM601.CB_ALT1_BILL_ADDR3
if CB_BILL_ADDR_CD  = '2', then FTDWM601.CB_ALT2_BILL_ADDR3",FTDWM601,"FTDWM601.CB_HOME_ADDR3,FTDWM601.CB_CO_ADDR3,FTDWM601.CB_ALT1_BILL_ADDR3,FTDWM601.CB_ALT2_BILL_ADDR3",,,,,Cannot equal to some values with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE3
FTDWD613.CO_REG_ADD_LINE3
FTDWD613.CO_OPR_ADD_LINE3
FTDWD613.CO_PAR_ADD_LINE3
FTDWD613.CO_MAINBK_ADD_LINE3","Entity Type
Mailing Addr Line 3
Registered Addr Line 3
Operation Addr Line 3
Parent Addr Line 3
Main Banker Addr Line 3",Address_Line3_Rule_2_CPR_2,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","Mailing address, map toFTDWD613.CO_MAIL_ADD_LINE3
Registred address, map to FTDWD613.CO_REG_ADD_LINE3
Operating address, map to FTDWD613.CO_OPR_ADD_LINE3
Parent address, map to FTDWD613.CO_PAR_ADD_LINE3
Main banker address, map to CO_MAINBK_ADD_LINE3",FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE3,FTDWD613.CO_REG_ADD_LINE3,FTDWD613.CO_OPR_ADD_LINE3,FTDWD613.CO_PAR_ADD_LINE3,FTDWD613.CO_MAINBK_ADD_LINE3",,,,,Cannot equal to some values with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD3","Entity Type
Address Line 3",Address_Line3_Rule_2_EAM,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CLMST,CLMST.C1AD3,,,,,Cannot equal to some values with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1AD3","Entity Type
Address Line 3",Address_Line3_Rule_2_MAS,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CLMST,CLMST.C1AD3,,,,,Cannot equal to some values with Entity Type
MRX,_,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS2,"Entity Type
Address Line 3",Address_Line3_Rule_2_MRX,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS2,,,,,Cannot equal to some values with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldCorrAddress3
tblCustomers.fldPermAddress3","Entity Type
Address Line 3",Address_Line3_Rule_2_POR,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,tblCustomers,"tblCustomers.fldCorrAddress3,tblCustomers.fldPermAddress3",,,,,Cannot equal to some values with Entity Type
TCS,Loan and Deposit,MIS004,"MIS004.MI004_ADD3
MIS004.MI004_TEMP_ADD3","Entity Type
Address Line 3 (Postal)
Address Line 3 (Permenant)",Address_Line3_Rule_2_TCS,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,MIS004,"MIS004.MI004_ADD3,MIS004.MI004_TEMP_ADD3",,,,,Cannot equal to some values with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE3
TMS_Accounts.AM_ADR_LINE3
",Address Line 3,Address_Line3_Rule_2_Tomswin,Address_Line3,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,"TMS_Customers,TMS_Accounts
","TMS_Customers.AM_ADR_LINE3,TMS_Accounts.AM_ADR_LINE3
",,,,,Cannot equal to some values with Entity Type
CPR,_,"FTDWD602
FTDWM601","FTDWD602.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_ADDR4
FTDWM601.CB_CO_ADDR4
FTDWM601.CB_ALT1_BILL_ADDR4
FTDWM601.CB_ALT2_BILL_ADDR4","Entity Type
Billing Addr Alt 1 Line 4
Billing Addr Alt 2 Line 4
Resident Addr Line 4
Company Addr Line 4",Address_Line4_Rule_1_CPR_1,Address_Line4,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""","to check FTDWD602.CB_BILL_ADDR_CD first as below :_
If CB_BILL_ADDR_CD = 'H', then FTDWM601.CB_HOME_ADDR4
if CB_BILL_ADDR_CD  = 'C', then FTDWM601.CB_CO_ADDR4
if CB_BILL_ADDR_CD  = '1', then FTDWM601.CB_ALT1_BILL_ADDR4
if CB_BILL_ADDR_CD  = '2', then FTDWM601.CB_ALT2_BILL_ADDR4",FTDWM601,"FTDWM601.CB_HOME_ADDR4,FTDWM601.CB_CO_ADDR4,FTDWM601.CB_ALT1_BILL_ADDR4,FTDWM601.CB_ALT2_BILL_ADDR4",,,,,Cannot equal to some values with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE4
FTDWD613.CO_REG_ADD_LINE4
FTDWD613.CO_OPR_ADD_LINE4
FTDWD613.CO_PAR_ADD_LINE4
FTDWD613.CO_MAINBK_ADD_LINE4","Entity Type
Mailing Addr Line 4
Registered Addr Line 4
Operation Addr Line 4
Parent Addr Line 4
Main Banker Addr Line 4",Address_Line4_Rule_1_CPR_2,Address_Line4,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""","Mailing address, map toFTDWD613.CO_MAIL_ADD_LINE4
Registred address, map to FTDWD613.CO_REG_ADD_LINE4
Operating address, map to FTDWD613.CO_OPR_ADD_LINE4
Parent address, map to FTDWD613.CO_PAR_ADD_LINE4
Main banker address, map to CO_MAINBK_ADD_LINE4",FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE4,FTDWD613.CO_REG_ADD_LINE4,FTDWD613.CO_OPR_ADD_LINE4,FTDWD613.CO_PAR_ADD_LINE4,FTDWD613.CO_MAINBK_ADD_LINE4",,,,,Cannot equal to some values with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_ADD4
MI004_TEMP_ADD4","Address Line 4 (Postal)
Address Line 4 (Permenant)",Address_Line4_Rule_1_TCS,Address_Line4,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,MIS004,"MIS004.MI004_ADD4,MIS004.MI004_TEMP_ADD4",,,,,Cannot equal to some values with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE4
TMS_Accounts.AM_ADR_LINE4
",Address Line 4,Address_Line4_Rule_1_Tomswin,Address_Line4,"Only allow symbols ""@"", ""("", "")"", ""_"", "" ' "", ""/"", ""&"", ""."","":"",""#"", "",""",,"TMS_Customers,TMS_Accounts
","TMS_Customers.AM_ADR_LINE4,TMS_Accounts.AM_ADR_LINE4
",,,,,Cannot equal to some values with Entity Type
CLS,_,CFADDR,CFADDR.CFNA5,"Entity Type
Address Line 4",Address_Line4_Rule_2_CLS,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,CFADDR,CFADDR.CFNA5,,,,,Cannot equal to some values with Entity Type
CPR,_,"FTDWD602
FTDWM601","FTDWD602.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_ADDR4
FTDWM601.CB_CO_ADDR4
FTDWM601.CB_ALT1_BILL_ADDR4
FTDWM601.CB_ALT2_BILL_ADDR4","Entity Type
Billing Addr Alt 1 Line 4
Billing Addr Alt 2 Line 4
Resident Addr Line 4
Company Addr Line 4",Address_Line4_Rule_2_CPR_1,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","to check FTDWD602.CB_BILL_ADDR_CD first as below :_
If CB_BILL_ADDR_CD = 'H', then FTDWM601.CB_HOME_ADDR4
if CB_BILL_ADDR_CD  = 'C', then FTDWM601.CB_CO_ADDR4
if CB_BILL_ADDR_CD  = '1', then FTDWM601.CB_ALT1_BILL_ADDR4
if CB_BILL_ADDR_CD  = '2', then FTDWM601.CB_ALT2_BILL_ADDR4",FTDWM601,"FTDWM601.CB_HOME_ADDR4,FTDWM601.CB_CO_ADDR4,FTDWM601.CB_ALT1_BILL_ADDR4,FTDWM601.CB_ALT2_BILL_ADDR4",,,,,Cannot equal to some values with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE4
FTDWD613.CO_REG_ADD_LINE4
FTDWD613.CO_OPR_ADD_LINE4
FTDWD613.CO_PAR_ADD_LINE4
FTDWD613.CO_MAINBK_ADD_LINE4","Entity Type
Mailing Addr Line 4
Registered Addr Line 4
Operation Addr Line 4
Parent Addr Line 4
Main Banker Addr Line 4",Address_Line4_Rule_2_CPR_2,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”","Mailing address, map toFTDWD613.CO_MAIL_ADD_LINE4
Registred address, map to FTDWD613.CO_REG_ADD_LINE4
Operating address, map to FTDWD613.CO_OPR_ADD_LINE4
Parent address, map to FTDWD613.CO_PAR_ADD_LINE4
Main banker address, map to CO_MAINBK_ADD_LINE4",FTDWD613,"FTDWD613.CO_MAIL_ADD_LINE4,FTDWD613.CO_REG_ADD_LINE4,FTDWD613.CO_OPR_ADD_LINE4,FTDWD613.CO_PAR_ADD_LINE4,FTDWD613.CO_MAINBK_ADD_LINE4",,,,,Cannot equal to some values with Entity Type
MRX,_,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS3,"Entity Type
Address Line 4",Address_Line4_Rule_2_MRX,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ADDRESS3,,,,,Cannot equal to some values with Entity Type
TCS,Loan and Deposit,MIS004,"MIS004.MI004_ADD4
MIS004.MI004_TEMP_ADD4","Entity Type
Address Line 4 (Postal)
Address Line 4 (Permenant)",Address_Line4_Rule_2_TCS,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,MIS004,"MIS004.MI004_ADD4,MIS004.MI004_TEMP_ADD4",,,,,Cannot equal to some values with Entity Type
Tomswin,_,"TMS_Customers
TMS_Accounts","TMS_Customers.AM_ADR_LINE4
TMS_Accounts.AM_ADR_LINE4
",Address Line 4,Address_Line4_Rule_2_Tomswin,Address_Line4,"Field content cannot = to “Addr”, “add”, “addr”, “na”, “n/a”, ‘’no Addr’, “no add”, “no addr”,“NIL”, “X”",,"TMS_Customers
","TMS_Customers.AM_ADR_LINE4,TMS_Accounts.AM_ADR_LINE4
",,,,,Cannot equal to some values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMEML","Entity Type
Email",Email_Rule_1_AMS,Email,"Format of email: local_part@domain_part

Requirements on local_part:
1.	Email must hv local_part, not start with the @
2.	Characters permitted: 
•	All alphabet & digits (A_Z, a_z, 0_9)
•	Special characters !#$%&'*+_/=?^_`{|}~
•	Dot/full stop (.), but not as starting or ending character or appearing consecutively, e.g. .John, John. or John..Lim not allowed. John.Lim is allowed.

Requirements on domain_part: Made of one or more non_blank parts separated by dots. Permitted characters for each part: 
•	All alphabet & digits (A_Z, a_z, 0_9)
•	Hyphen (_) but not as starting or ending character

e.g. ambank_home (one part only – no separation dots), gmail.com, yahoo.com.my etc.

Note: @ allowed in email Addr only as the separator between local_part & domain_part, not allowed in either part
",,FLACM,FLACM.FLMEML,,,,,Complex email local and domain format with Entity Type
CPR,_,FTDWD613,"FTDWD613.CO_PGM_ADMIN_EMAIL1
FTDWD613.CO_PGM_ADMIN_EMAIL2
FTDWD613.CO_EMAIL_ADDRESS",Email,Email_Rule_1_CPR_1,Email,"Format of email: local_part@domain_part

Requirements on local_part:
1.	Email must hv local_part, not start with the @
2.	Characters permitted: 
•	All alphabet & digits (A_Z, a_z, 0_9)
•	Special characters !#$%&'*+_/=?^_`{|}~
•	Dot/full stop (.), but not as starting or ending character or appearing consecutively, e.g. .John, John. or John..Lim not allowed. John.Lim is allowed.

Requirements on domain_part: Made of one or more non_blank parts separated by dots. Permitted characters for each part: 
•	All alphabet & digits (A_Z, a_z, 0_9)
•	Hyphen (_) but not as starting or ending character

e.g. ambank_home (one part only – no separation dots), gmail.com, yahoo.com.my etc.

Note: @ allowed in email Addr only as the separator between local_part & domain_part, not allowed in either part
",,FTDWD613,"FTDWD613.CO_PGM_ADMIN_EMAIL1,FTDWD613.CO_PGM_ADMIN_EMAIL2,FTDWD613.CO_EMAIL_ADDRESS",,,,,Complex email local and domain format with Entity Type
